LSR_GOODS_CD,LSR_GOODS_NM,CSTMR_INQRY_CTTPLC_DC
30262,[서울 용산] 곤충파충류 체험전,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30330,[서울 을지로] 그레뱅뮤지엄 입장권 패키지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30332,[경기 가평] 가평레져벨리카트장,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
30341,[경기 양평] 두메향기,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30385,[대전 중구] 대전 아쿠아리움 입장권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30389,[경기 안양] 엔젤하우스 : 베이비 카페 + 수영,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30437,[전북 부안] 원숭이학교 + 부안투어패스,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30448,[경북 청도] 프로방스 빛축제 짚라인패키지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30452,[전북 무주] 덕유산 관광곤돌라 왕복권 + 무주투어패스 패키지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30455,[경기 양평] 양떼목장,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
30486,[부산 중구] 트릭아이 미술관 입장권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
30544,[충남 대천] 국가대표 패러글라이딩,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30576,[강원 영월] 동강탑레포츠 래프팅 + 숙박 패키지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
30587,[강원 양양]몬스터 서퍼스,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32125,[강원 춘천] BFS 남이섬 보트 투어,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32136,[서울 강서] 정글대탐험 김포공항점 : 파충류/곤충체험전,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32147,[경기 안양] VR GO : VR체험,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32161,[경남 김해] 롯데워터파크 종일권+찜질방&사우나,문의전화 : 1599-8370 (가자고 고객센터) 상담시간 : 09:00~19:00 (연중무휴)
32170,[전북 무주]스노우밸리펜션 + 레저/식사 패키지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32174,[서울 홍대] 홍대 엑스이스케이프 방탈출 전지점(상세정보필참),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32188,[강원 강릉] 하슬라 아트월드 : 이색전시,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32189,[서울 송파] 올림픽공원 전동휠,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32202,[경북 경주]한복 나드리,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32213,[강원 인제] 내린천 미래래프팅/ATV(산악오토바이),• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32214,[경남 김해] 가야랜드 체험 놀이터,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32268,[강원 춘천] 수상레저 V : ★여름방학 특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32290,[경기 가평] 썸머타임 수상레저 왕초보라이딩 : ★ 특가 이벤트,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32291,[경기 가평] 인기HOT스팟 BFS수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32292,[경기 일산] 미니 키즈월드 킨텍스점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32339,[경기 가평] 레저캠프 수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32342,[경기 가평] 양세찬과 함께하는 AK 수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32346,[서울 종로] 테지움 서울,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32347,[충북 충주] 탄금호 캠핑리조트 + 체험패키지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32348,[남이섬] 가평 가평탑랜드 번지점프,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32349,[부산 북구] 화명수상레저 ★여름특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32371,[충북] 힐링투어패스 + 제천짚트랙,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32373,[경기 가평] 워터플레이 수상레저 : ★ 1000매 한정 특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32383,[충북] 힐링투어패스 + 단양 패러마을 패러글라이딩,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32388,[충남 태안] 안면도 익사이팅 레포츠 체험,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32409,[경기 가평] 미친 수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32418,[충남 태안] 신두리레포츠 ATV,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32434,[경기 파주] 헤이리 예술아 노올자,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32435,[강원 영월] 동강 OK래프팅,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32481,[서울 강남] VR존 : 가로수길 본점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32482,[경기 일산] VR존 : 일산웨돔점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32483,[부산 중구] VR존 : 부산 엘큐브 광복점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32484,[대전 중구] VR존: 대전점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32485,[서울 강남] VR존 : 강남점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32520,[경기 가평] 썸머드림 수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32534,[서울 잠실] 레전드 히어로즈 : 테마파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32536,[서울 명동] 레전드 히어로즈 : 명동점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32539,[부산 송정] 멜로우 서프,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32541,[전북 군산] 교복은여기서 + 군산투어패스,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32567,[서울 서초] 샤갈 러브 앤 라이프,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32570,[경기 가평] 르푸앙 수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32579,[경기 가평] 무한도전 수상레저,• 문의전화 : 1599-8370 (가자고 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32592,[경기 파주] 헤이리 공룡탐험대,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32593,[경기 가평] 모비딕 수상레저 : ★ 여름특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32594,[충남 천안] 상록리조트 놀이동산 BIG6 주말권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32597,[강원 양양] 서파리,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32603,[경기 가평] 클럽제로 수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32605,[경기 가평] 가평 별비치 워터파크 성수기 : 06/23 ~ 08/31,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32607,[강원 강릉] 크러쉬서프,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32608,[서울 수유] 주토피아 : 동물카페,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32609,[강원 강릉] 커피커퍼 경포/왕산점 : 이색박물관,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32610,[경기 가평]철없는수상레저 ★ 고객감사 초특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32613,[경기 가평] M2 수상레저 ★ 여름맞이 초특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32621,[강원 양양] 모쿠서프,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32624,[서울 강서] 캔들&프리저브드 플라워 스튜디오,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32626,[경기 가평] 룰루랄라 수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32627,[경북 청도] 청도프로방스 패키지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32632,[경기 파주] 헤이리 쿠키야 노올자,- 업체명 : ㈜야놀자 - 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
32650,[경기 가평] 물미수상레저,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32715,[서울 성수] 인생사진관2,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32719,[경기 파주] 헤이리 피자야 노올자,- 업체명 : ㈜야놀자 - 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
32725,[서울 강동] PSR 레이싱 : 성내본점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32742,[강원 고성] 론존 서프,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32744,[경기 파주] 금강산랜드 워터파크,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32764,[제주 안덕] 피규어뮤지엄 제주,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32765,[제주 구좌] 워터서커스,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32767,[제주 조천] 캐릭파크,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32768,[제주 구좌] 석예원 천연족욕테라피,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32770,[제주 대정] 마라도가는 여객선 : 송악산항,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32771,[제주 서귀포] 믿거나말거나 박물관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32773,[제주 중문] 플레이케이팝 박물관,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32774,[제주 서귀포] 워터월드 해수사우나,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32777,[제주 서귀포] 샹그릴라 요트 : 해안절경을 한번에,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32778,[제주 서귀포] 마라도 잠수함,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32780,[제주 서귀포] 서귀포 유람선,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32782,[제주 서귀포] 아프리카 박물관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32783,[제주 애월] 공룡랜드 & 앵무새사파리,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32784,[제주 제주시] 넥슨컴퓨터박물관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32788,[제주 성산] 일출랜드,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32790,[제주 서귀포] 중문카트,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32792,[제주 대정] 초콜릿박물관,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32795,[제주 서귀포] 허브동산 주간권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32796,[제주 구좌] 메이즈랜드,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32797,[제주 조천] 선녀와나무꾼 : 실내관광지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32798,[제주 안덕] 점보빌리지 코끼리 트래킹 체험,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32799,[제주 안덕] 세계자동차 박물관 + 음료증정,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32801,[제주 구좌] 제주 레일바이크,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32802,[제주 표선] 민속촌 : 제주의 전통 체험,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32804,[제주 한경] 유리박물관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32805,[제주 서귀포] 테디베어 뮤지엄 : 이색박물관,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32806,[제주 중문] 퍼시픽랜드,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32808,[제주 안덕] 항공우주박물관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32809,[제주 남원] 휴애리 자연생활공원,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32810,[제주 안덕] 산방산 탄산온천,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32811,[제주 안덕] 소인국 테마파크,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32812,[제주 표선] 다이나믹 메이즈 EP3,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32814,[제주 안덕] 코끼리테마쇼 점보빌리지,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32818,[제주 구좌] 김녕미로공원,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32820,[제주 대정] 노리매 테마파크,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32821,[제주 한림] 돌마을공원,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
32822,[제주 성산] 오션파크 스노쿨링,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32823,[제주 안덕] 본태박물관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
32824,[제주 성산] 제주랜드 : 승마&ATV,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
