LSR_GOODS_CD,LSR_GOODS_NM,RFN_POLICY_DC
24655,[충북 단양] 스카이 패러글라이딩,"• 미사용티켓 환불 가능  • 유효기간 이후 미사용티켓 환불 가능  • 사용한 티켓 환불 불가  • 취소 요청 후 최대 7일 이내 취소 확정 여부를 확인 드립니다.    [티켓 예약시]  • 해당상품은 유선 예약시 티켓 사용처리 됩니다.  • 예약 후 취소를 원하시면 야놀자 고객센터 1644-1346으로 연락 바랍니다.   * 이용 당일 취소/환불 불가   * 이용 당일 취소 및 시간 내 출발지에 없을 경우(미방문/미참석시)에 환불이 불가능 합니다.   * 단, 이용일 1일 전까지 사전 연락이 된 경우에만 연기가 가능합니다.   * 예약 취소는 사무실 근무시간에만 가능합니다."
24659,[부산 김해]렛츠런파크 일루미아빛 테마파크,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
24661,[전북 임실] 임실치즈테마파크 치즈체험 + 임실투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가 • 해당상품은 부분 취소 및 부분 환불이 불가합니다.
27361,[부산 기장] 딸기가 좋아 동부산점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27362,[경기 분당] 딸기가 좋아 분당점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27363,[경기 고양] 딸기가 좋아 삼송점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27364,딸기가 좋아 : 올림픽공원점,• 유효기간 이내 환불가능 • 유효기간 이후 환불불가  • 사용한 티켓 환불 불가
27365,[강원 원주] 딸기가 좋아 원주점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27366,[인천 부평] 딸기가 좋아 인천부평점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27367,[인천 서구] 딸기가 좋아 인천청라점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27368,[서울 왕십리] 딸기가 좋아 한양대점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27371,[대전 중구] 아쿠아리움 + 애니멀파크 패키지,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당 상품은 중복 할인 및 부분 환불이 불가합니다.
27381,[대전 서구] 하이주 동물키즈카페,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 패키지권 부분취소 / 부분환불 불가
27382,[부산 해운대]하이주 실내동물원,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 패키지권의 경우 부분이용/부분환불 불가
27383,[경기 부천] 실내 동물원 하이주,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 패키지권의 경우 부분이용/부분환불 불가
27392,[전북 남원] 남원투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가
27413,[부산 수영] 광안리 커플라운지 이색카페,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당 상품은 중복 할인 적용 불가합니다.
27414,[경기 화성] 하늘땅랜드 체험농장,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 패키지상품 부분 환불불가
27483,[전북 장수] 장수투어패스 + 승마체험장,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가 • 해당상품은 부분 취소 및 부분 환불이 불가합니다.
27494,[서울 중구]시티투어버스,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27517,[경남 남해] 원예예술촌,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
27527,[강원 강릉] 심신프리카페,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당 상품은 중복 할인 적용 불가합니다.
27557,[전북] 익산투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가
27631,[전북 익산] 교도소세트장 체험 + 익산투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가
27654,[전북 김제] 김제 투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가
27788,[전북 순창] 순창투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가
28022,[경남 진주] 진주랜드,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28057,[전남 여수] 아쿠아플라넷 입장권,• 미사용 티켓 100% 환불 • 사용한 티켓 환불 불가 • 취소 요청 후 최대 7일 이내 취소 확정 여부를 확인 드립니다.
28064,[전남 여수] 여수 아쿠아플라넷 + 테디베어 패키지,* 유효기간내 미사용 티켓 환불가능 * 유효기간후 미사용 티켓 불가 * 복합권이므로 부분 취소 불가 * 권종 및 인원을 잘못 선택하여 결제 하였을 경우 취소 후 다시 재 구매 하셔야 합니다.  * 본 쿠폰은 현장에서 현금으로의 환불 및 카드 취소가 불가한 상품입니다.
28070,[전남 여수] 여수 아쿠아플라넷 + 레일바이크 패키지,• 유효기간내 미사용티켓환불가능 • 유효기간후 미사용티켓불가 • 복합권이므로 부분취소불가 * 권종 및 인원을 잘못 선택하여 결제 하였을 경우 취소 후 다시 재 구매 하셔야 합니다.   [레일바이크 예약취소규정] • 해당상품은 사이트 예약시 티켓 사용처리됩니다. • 예약 후 취소를 원하시면 레저큐 고객센터 1644-1346으로 연락 바랍니다. * 이용일 4일 전 취소시 전액 100% 환불 * 이용일 3일 전 취소시 레일바이크 금액의 위약금 30%발생 * 이용일 2일 전 취소시 레일바이크 금액의 위약금 40%발생 * 이용일 1일 전 취소시 레일바이크 금액의 위약금 50%발생 * 이용일 당일 이후 환불불가
28086,[전북 군산] 테디베어 박물관,"• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 권종 및 인원을 잘못 선택하여 결제 하였을 경우 취소 후 다시 재 구매 하셔야 합니다. • 해당 상품은 MMS 바코드 사용여부 확인 후 취소처리 됩니다. (2~3일 소요)    * MMS 문자 미수신 or 분실 시 레저큐 고객센터로 연락주시기 바랍니다.    * 고객센터 : 1644-1346 (09:00~19:00/연중무휴)    * 스팸처리나 MMS수신 불가능한 스마트폰의 경우, 사용불가"
28087,[전북 정읍] 정읍투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가 • 해당 상품은 부분 취소 및 부분 환불이 불가합니다.
28180,[서울 신도림] 코코몽 녹색놀이터,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28198,[전북 정읍] 정읍투어패스+시암아트센터,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가 • 해당 상품은 부분 취소 및 부분 환불이 불가합니다. • 취소 요청 후 최대 7일 이내 취소 확정 여부를 확인 드립니다.
28217,[충남 당진] 삽교호놀이동산 앵무새 체험관,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28218,[충남 당진] 삽교호 짚트랙,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28221,[충남 태안] 안면 카트체험장,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28222,[충남 홍성] 조류탐사과학관 + 4D영상체험,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28223,[충남 아산] 온양관광호텔 온천사우나 입장권,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28225,[경기 안산] 뛰뛰빵빵 어드벤처 NC백화점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28226,[경기 광명] 코코몽어드벤처 대형 실내 놀이터,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28228,[서울 김포] 코코몽 녹색놀이터 김포공항점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28229,[인천 계양] 코코몽어드벤처 대형 실내 놀이터,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28477,[경기 양평] 들꽃수목원,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28492,[충남 아산] 아산스파비스 종일권,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28581,[서울 종로] 프리징아일랜드,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
28746,[대구 동구] 미니멀동물원 이시아점,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당 상품은 중복 할인 적용 불가합니다.
29072,[전남 완도] 완도 청해포구 촬영장,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
29117,[경기 여주] 주주팜,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
29233,[강원 강릉] 경포 아쿠아리움,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
29268,[충남 태안] 태안투어패스 (구매 다음 날 이용 가능),• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용한 티켓 환불 불가 • 사용개시 후 취소/환불/교환 불가 • 자유이용권 이용시 1곳 이상 입장 후 환불불가 • 해당상품은 부분 취소 및 부분 환불이 불가합니다.
29290,[경기 일산] 실내동물원 와우쥬,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
29293,[제주 제주시] 바이크트립 자전거 렌탈패키지,"• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가  [티켓 예약시] • 해당상품은 전화 예약시 사용처리됩니다. • 예약 후 취소를 원하시면 레저큐 고객센터 1644-1346으로 연락 바랍니다.    * 이용일 당일 환불불가    * 단, 제주도 천재지변에 의한 기상 상황악화로 라이딩을 못하는 경우 취소가능"
29294,[강원 속초] 얼라이브하트 + 다이나믹 메이즈 에피소드2,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당상품은 부분 환불이 불가합니다.
29381,[경기 성남] 몬스터타운,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
29386,[충북 충주] 수안 보온천랜드 입장권,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당 상품은 중복 할인 적용 불가합니다.
29397,[경기 양주] 양주 애니멀카페 실내동물원,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
29409,[서울 강동]더쥬 실내동물원,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
29423,[충북] 힐링투어패스,• 유효기간 이내 환불가능 • 유효기간 이후 미사용 티켓 환불 가능 • 사용개시 후 취소/환불/교환 불가 • 해당 상품은 부분 환불이 불가합니다.
29546,[강원 정선] 삼탄아트마인,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가  • 패키지 상품은 부분 이용 및 부분 환불이 불가합니다.
